N° OP;Descrição do Item;Empresa;Data de Lançamento da OP;N° Pedido de Venda;N° Nota Fiscal;Situação da Garantia
10872;RFD 32E04 2/STD/W4/RR - 1400;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10873;RTC 254A6 2/STD/W3/RR - 1375;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47255;Está na Garantia
10873;RTC 254A6 2/STD/W3/RR - 1375;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47256;Está na Garantia
10873;RTC 254A6 2/STD/W3/RR - 1375;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47257;Está na Garantia
10873;RTC 254A6 2/STD/W3/RR - 1375;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47259;Está na Garantia
10873;RTC 254A6 2/STD/W3/RR - 1375;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10874;RFD 32E04 2/STD/W4/RR - 1400;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47255;Está na Garantia
10874;RFD 32E04 2/STD/W4/RR - 1400;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47256;Está na Garantia
10874;RFD 32E04 2/STD/W4/RR - 1400;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47257;Está na Garantia
10874;RFD 32E04 2/STD/W4/RR - 1400;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47259;Está na Garantia
10874;RFD 32E04 2/STD/W4/RR - 1400;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10875;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47255;Está na Garantia
10875;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47256;Está na Garantia
10875;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47257;Está na Garantia
10875;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47259;Está na Garantia
10875;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10876;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47255;Está na Garantia
10876;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47256;Está na Garantia
10876;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47257;Está na Garantia
10876;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47259;Está na Garantia
10876;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10877;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47255;Está na Garantia
10877;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47256;Está na Garantia
10877;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47257;Está na Garantia
10877;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47259;Está na Garantia
10877;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10878;RTC 252E4 2/STD/W2/RR - 1475;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47255;Está na Garantia
10878;RTC 252E4 2/STD/W2/RR - 1475;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47256;Está na Garantia
10878;RTC 252E4 2/STD/W2/RR - 1475;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47257;Está na Garantia
10878;RTC 252E4 2/STD/W2/RR - 1475;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47259;Está na Garantia
10878;RTC 252E4 2/STD/W2/RR - 1475;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10879;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47255;Está na Garantia
10879;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47256;Está na Garantia
10879;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47257;Está na Garantia
10879;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47259;Está na Garantia
10879;RFD 31E04 2/STD/W2/RR - 1493;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10880;RTC 314A6 2/STD/W6/RR - 1477;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47255;Está na Garantia
10880;RTC 314A6 2/STD/W6/RR - 1477;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47256;Está na Garantia
10880;RTC 314A6 2/STD/W6/RR - 1477;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47257;Está na Garantia
10880;RTC 314A6 2/STD/W6/RR - 1477;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47259;Está na Garantia
10880;RTC 314A6 2/STD/W6/RR - 1477;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10881;RTC 313A8 2/ED/STD;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47255;Está na Garantia
10881;RTC 313A8 2/ED/STD;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47256;Está na Garantia
10881;RTC 313A8 2/ED/STD;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47257;Está na Garantia
10881;RTC 313A8 2/ED/STD;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47259;Está na Garantia
10881;RTC 313A8 2/ED/STD;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10882;RTC 312A8 2/ED/STD;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47255;Está na Garantia
10882;RTC 312A8 2/ED/STD;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47256;Está na Garantia
10882;RTC 312A8 2/ED/STD;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47257;Está na Garantia
10882;RTC 312A8 2/ED/STD;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47259;Está na Garantia
10882;RTC 312A8 2/ED/STD;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10883;RTC 252A4 2/STD/W4/RR - 1009;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47255;Está na Garantia
10883;RTC 252A4 2/STD/W4/RR - 1009;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47256;Está na Garantia
10883;RTC 252A4 2/STD/W4/RR - 1009;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47257;Está na Garantia
10883;RTC 252A4 2/STD/W4/RR - 1009;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47259;Está na Garantia
10883;RTC 252A4 2/STD/W4/RR - 1009;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10884;RTC 252E4 2/STD/W2/RR - 1475;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47255;Está na Garantia
10884;RTC 252E4 2/STD/W2/RR - 1475;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47256;Está na Garantia
10884;RTC 252E4 2/STD/W2/RR - 1475;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47257;Está na Garantia
10884;RTC 252E4 2/STD/W2/RR - 1475;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47259;Está na Garantia
10884;RTC 252E4 2/STD/W2/RR - 1475;Grupo Fartura de Hortifrut S.A.;01/04/2025;8646;NF 47261;Está na Garantia
10885;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;01/04/2025;8607;NF 47235;Está na Garantia
10885;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;01/04/2025;8607;NF 47318;Está na Garantia
10885;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;01/04/2025;8607;NF 47322;Está na Garantia
10886;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;01/04/2025;8568;NF 47150;Está na Garantia
10886;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;01/04/2025;8568;NF 47265;Está na Garantia
10887;TC-1000 - 1004 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;01/04/2025;8661;NF 47234;Está na Garantia
10887;TC-1000 - 1004 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;01/04/2025;8661;NF 47240;Está na Garantia
10887;TC-1000 - 1004 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;01/04/2025;8661;NF 47264;Está na Garantia
10888;TC-1000 - 1004 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;01/04/2025;8607;NF 47235;Está na Garantia
10888;TC-1000 - 1004 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;01/04/2025;8607;NF 47318;Está na Garantia
10888;TC-1000 - 1004 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;01/04/2025;8607;NF 47322;Está na Garantia
10889;RTC 316A8 2/HG/STD;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10890;RCI 43A10 3/HG/STD;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10891;RTC 353A8 2M/HG/STD - 1798;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10892;RTC 252E8 2/HG/STD;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10893;RTC 314A8 2/HG/STD;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10894;RTC 252E8 2/STD;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10895;RTC 352A8 2M/STD - 1858;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10896;RTC 253E8 2/STD;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10897;RTC 253E6 2/STD;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10898;RFD 31E07 2/STD/W2/RR - 1493;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10899;RTC 251E4 2/STD/W2/RR - 1475;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10900;RTC 251E4 2/STD/W2/RR - 1475;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10901;RTC 251E4 2/STD/W2/RR - 1475;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10902;RTC 313A4 2/STD/W3/RR - 1105;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10903;RTC 252A4 2/STD/W4/RR - 1009;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10904;RFD 36E04 2/STD/W10/RR - 1383;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10905;RTC 254A4 2/STD/W4/RR - 1009;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10906;RTC 253E4 2/STD/W3/RR - 1146;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10907;RFD 33E04 2/STD/W6/RR - 1211;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10908;RFD 33E04 2/STD/W6/RR - 1211;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10909;RTC 313A4 2/STD/W3/RR - 1105;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10910;RFD 32E04 2/STD/W6/RR - 1211;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10911;RFD 32E07 2/STD/W6/RR - 1211;Pannemix Massas Congeladas Ltda ME;01/04/2025;8633;NF 47309;Está na Garantia
10912;SPT 52T4R 1930A CO/CA/AP - 2267;Sonda Supermercados Exportacao e Importacao S.A.;01/04/2025;8600;NF 47163;Está na Garantia
10913;RCI 55D20/10 3/STD - 1844 - S/ Bandeja;Luiz Alves Junior 17402338835;01/04/2025;8654;NF 47305;Está na Garantia
10914;RCI 55D20/10 3/STD - 1047 S/ Bandeja;JSM Industria e Comercio Ltda;01/04/2025;8645;NF 47338;Está na Garantia
10915;FCR 104AC802 H/3/STD/CE/MT - 2112;Bitzer Compressores Ltda;01/04/2025;8649;;Está na Garantia
10916;FCR 085AC802 H/3/STD/CE/MT - 2111;Bitzer Compressores Ltda;01/04/2025;8649;;Está na Garantia
10917;FCR 126AC802 H/3/STD/CE/MT - 2113;Bitzer Compressores Ltda;01/04/2025;8649;;Está na Garantia
10921;VCR 072EC801 2/STD/TP/AD - 2254;Mazzero e Carvalho - Refrigeracao Ltda;04/04/2025;8606;NF 47283;Está na Garantia
10931;NDR 42A10 2/INV/EC/W10/CI/AP/AN/BD/DX/MTB - 2250;Omamori Industria de Alimentos Ltda;08/04/2025;8586;NF 47300;Está na Garantia
10932;NDR 42A10 2/INV/EC/W10/CI/AP/AN/BD/DX/MTB - 2250;Omamori Industria de Alimentos Ltda;08/04/2025;8587;NF 47301;Está na Garantia
10933;NDR 42A10 2/INV/EC/W10/CI/AP/AN/BD/DX/MTB - 2250;Omamori Industria de Alimentos Ltda;08/04/2025;8589;NF 47361;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47174;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47175;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47176;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47177;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47178;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47179;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47180;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47181;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47182;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47183;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47184;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47185;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47186;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47190;Está na Garantia
10937;RCI 632E10 3/ED/STD/EC/50HZ - 2270;Eletrofrio Refrigeracao Ltda;10/04/2025;8622;NF 47191;Está na Garantia
10941;RCI 52D06 3/STD/W30 - 1384;Perfil Refrigeracao Ind. Com. e Servico Ltda;11/04/2025;8690;NF 47138;Está na Garantia
10942;FCR 133EC802 V/2/STD/TP/MT - 2276;Sonda Supermercados Exportacao e Importacao S.A.;11/04/2025;8637;NF 47198;Está na Garantia
10943;Bandeja Interna Bipartida - C5000-2075-P2 - REV.1;Mayekawa do Brasil Equipamentos Industriais Ltda.;11/04/2025;8692;NF 47164;Está na Garantia
10958;RCI 42B10 3/ED/STD;Arneg Brasil Ltda;14/04/2025;8666;NF 47268;Está na Garantia
10959;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;14/04/2025;8685;NF 47277;Está na Garantia
10959;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;14/04/2025;8685;NF 47303;Está na Garantia
10959;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;14/04/2025;8685;NF 47304;Está na Garantia
10959;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;14/04/2025;8685;NF 47350;Está na Garantia
10960;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;14/04/2025;8685;NF 47277;Está na Garantia
10960;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;14/04/2025;8685;NF 47303;Está na Garantia
10960;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;14/04/2025;8685;NF 47304;Está na Garantia
10960;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;14/04/2025;8685;NF 47350;Está na Garantia
10961;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;14/04/2025;8685;NF 47277;Está na Garantia
10961;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;14/04/2025;8685;NF 47303;Está na Garantia
10961;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;14/04/2025;8685;NF 47304;Está na Garantia
10961;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;14/04/2025;8685;NF 47350;Está na Garantia
10962;TC-200 8 Pol - 520 - Rev.02;;14/04/2025;;;Está na Garantia
10963;SPT 44T4R 1980A CO/CA - 2271;Dynatec Ventilacao e Climatizacao Ltda;15/04/2025;8631;NF 47212;Está na Garantia
10972;RFD 33S04 2/STD/ESM/W4/BD/RR - 2259;Racks Refrigeracao Ltda;15/04/2025;8621;NF 47211;Está na Garantia
10973;RCI 42B08 3/HG/STD/EC/W16/BD/2x500/RR - 2265;Racks Refrigeracao Ltda;15/04/2025;8621;NF 47211;Está na Garantia
10974;RTC 254A6 2/STD/W6/RR - 1376;Sonda Supermercados Exportacao e Importacao S.A.;15/04/2025;8678;NF 47295;Está na Garantia
10975;RTC 253A6 2/STD/W4/RR - 1009;Sonda Supermercados Exportacao e Importacao S.A.;15/04/2025;8678;NF 47295;Está na Garantia
10977;STE 29-3 2/STD/ESM/W1/BD/4R/RR - 2262;Racks Refrigeracao Ltda;15/04/2025;8619;NF 47210;Está na Garantia
10978;VCR 159AC802 3/STD/AP;Arneg Brasil Ltda;16/04/2025;8670;NF 47200;Está na Garantia
10978;VCR 159AC802 3/STD/AP;Arneg Brasil Ltda;16/04/2025;8670;NF 47241;Está na Garantia
10978;VCR 159AC802 3/STD/AP;Arneg Brasil Ltda;16/04/2025;8670;NF 47244;Está na Garantia
10979;VCR 153EC802 3/STD/AP;Arneg Brasil Ltda;16/04/2025;8670;NF 47200;Está na Garantia
10979;VCR 153EC802 3/STD/AP;Arneg Brasil Ltda;16/04/2025;8670;NF 47241;Está na Garantia
10979;VCR 153EC802 3/STD/AP;Arneg Brasil Ltda;16/04/2025;8670;NF 47244;Está na Garantia
10980;VCR 479EZ904 3/STD/AP;Arneg Brasil Ltda;16/04/2025;8670;NF 47200;Está na Garantia
10980;VCR 479EZ904 3/STD/AP;Arneg Brasil Ltda;16/04/2025;8670;NF 47241;Está na Garantia
10980;VCR 479EZ904 3/STD/AP;Arneg Brasil Ltda;16/04/2025;8670;NF 47244;Está na Garantia
10994;RCI 52A10 3/ED/STD;Mercantil Nova Era Ltda;26/04/2025;8730;NF 47222;Está na Garantia
10995;RCI 42B20/10 2/CS/HG/STD/RC - 2251;Mazzero e Carvalho - Refrigeracao Ltda;26/04/2025;8629;NF 47270;Está na Garantia
10996;RCI 43B10 3/ED/STD (Padrao Racks);Racks Refrigeracao Ltda;26/04/2025;8700;NF 47263;Está na Garantia
10997;RCI 52D06 3/STD/W30 - 1384 (Padrao Racks);Racks Refrigeracao Ltda;26/04/2025;8700;NF 47263;Está na Garantia
10998;RCI 62B10 3/ED/STD (Padrao Racks);Racks Refrigeracao Ltda;26/04/2025;8701;NF 47262;Está na Garantia
10999;RCI 52C10 3/ED/STD/DC - 2274 (Padrão Racks);Racks Refrigeracao Ltda;26/04/2025;8696;NF 47288;Está na Garantia
11000;RCI 51C10 3/ED/STD - 2275 (Padrão Racks);Racks Refrigeracao Ltda;26/04/2025;8696;NF 47288;Está na Garantia
11001;NCI 63E16/8 3/WD/HG/MXV/CP/BDE - 2266;Marfrig Global Foods;26/04/2025;8623;NF 47435;Está na Garantia
11001;NCI 63E16/8 3/WD/HG/MXV/CP/BDE - 2266;Marfrig Global Foods;26/04/2025;8623;NF 47449;Está na Garantia
11002;VCR 172EZ902 3/STD/MT - 2228;Ind. e Com. de Evaporadores Refrio Ltda;26/04/2025;8707;;Está na Garantia
11003;VCR 172EZ902 3/STD/AP/MT - 2228;Ind. e Com. de Evaporadores Refrio Ltda;26/04/2025;8707;;Está na Garantia
11004;VCR 359EZ903 3/STD/AP/MT - 2240;Ind. e Com. de Evaporadores Refrio Ltda;26/04/2025;8707;;Está na Garantia
11005;VCR 359EZ903 3/STD/MT - 2240;Ind. e Com. de Evaporadores Refrio Ltda;26/04/2025;8707;;Está na Garantia
11006;RFD 31E04 2/STD/W4/CI/AP/RR - 1400 (Padrao Racks);Racks Refrigeracao Ltda;26/04/2025;8710;NF 47291;Está na Garantia
11007;RCI 42A06 3/STD/CI/AP (Padrão Racks);Racks Refrigeracao Ltda;26/04/2025;8697;NF 47298;Está na Garantia
11008;RCI 43A06 3/STD/CI/AP (Padrão Racks);Racks Refrigeracao Ltda;26/04/2025;8697;NF 47298;Está na Garantia
11009;RFD 35E04 2/STD/W6/CI/AP/RR - 1211 (Padrão Racks);Racks Refrigeracao Ltda;26/04/2025;8697;NF 47298;Está na Garantia
11010;RTC 314A4 2/STD/W9/CI/AP/RR - 1535 (Padrão Racks);Racks Refrigeracao Ltda;26/04/2025;8697;NF 47298;Está na Garantia
11011;CCI 43A06 3/ED/STD-1539 (Padrão Racks);Racks Refrigeracao Ltda;26/04/2025;8697;NF 47298;Está na Garantia
11012;NTC 353E6 2/STD/W4/CI/BD - 1980;Coldfrio Comercio e Refrigeração Ltda;26/04/2025;8677;NF 47302;Está na Garantia
11013;RTC 355A6 2M/STD - 1680;Pannemix Massas Congeladas Ltda ME;28/04/2025;8633;NF 47309;Está na Garantia
11014;RTC 354A4 2M/STD/W12/RR - 2273;Pannemix Massas Congeladas Ltda ME;28/04/2025;8633;NF 47309;Está na Garantia
11015;RTC 354A4 2M/STD/W9/RR  - 1697;Pannemix Massas Congeladas Ltda ME;28/04/2025;8633;NF 47309;Está na Garantia
11016;FCR 156AC803 H/3/STD/CE/MT - 2151;Bitzer Compressores Ltda;28/04/2025;8681;NF 47282;Está na Garantia
11017;RCI 53A10 3/CS/HG/STD/BD - 2278 (Padrao Racks);;29/04/2025;;;Está na Garantia
11019;RCI 53A10 3/CS/HG/STD/BD - 2278 (Padrao Racks);Racks Refrigeracao Ltda;29/04/2025;8709;NF 47273;Está na Garantia
11020;RCI 62D06 3/STD/W39/RR - 1412;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8716;NF 47249;Está na Garantia
11021;RCI 62A10 3/ED/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8716;NF 47249;Está na Garantia
11022;RFD 32E07 2/ED/STD/EC - MTV00245;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8716;NF 47249;Está na Garantia
11023;RCI 52D06 3/STD/W40/RR - 1350;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8718;NF 47254;Está na Garantia
11024;RCI 52A10 3/ED/STD;Matadouro Cordeiro e Antunes Ltda;30/04/2025;8821;NF 47403;Está na Garantia
11025;RFD 34E07 2/ED/STD/EC - MTV00245;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8718;NF 47254;Está na Garantia
11026;RFD 32E04 2/STD/W4/RR - 1400;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8717;NF 47284;Está na Garantia
11027;RCI 43A10 3/ED/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8717;NF 47284;Está na Garantia
11028;RCI 52A06 3/STD/W15/RR - 1437 (Padrao Racks);Racks Refrigeracao Ltda;30/04/2025;8727;NF 47276;Está na Garantia
11029;CCI 52B10 3/ED/STD/DC - 2105 (Padrao Racks);Racks Refrigeracao Ltda;30/04/2025;8727;NF 47276;Está na Garantia
11030;RCI 43A10 3/ED/STD (Padrao Racks);Racks Refrigeracao Ltda;30/04/2025;8725;NF 47290;Está na Garantia
11031;RCI 52D06 3/STD/W40/RR - 1350;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8719;NF 47286;Está na Garantia
11032;RCI 62A10 3/ED/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8719;NF 47286;Está na Garantia
11033;RFD 34E07 2/ED/STD/EC - MTV00245;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8719;NF 47286;Está na Garantia
11034;RCI 43A10 3/ED/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8719;NF 47286;Está na Garantia
11035;RCI 62D06 3/STD/W39/RR - 1412;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8723;NF 47325;Está na Garantia
11035;RCI 62D06 3/STD/W39/RR - 1412;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8723;NF 47337;Está na Garantia
11036;RCI 62A10 3/ED/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8723;NF 47325;Está na Garantia
11036;RCI 62A10 3/ED/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8723;NF 47337;Está na Garantia
11037;RFD 34E07 2/ED/STD/EC - MTV00245;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8723;NF 47325;Está na Garantia
11037;RFD 34E07 2/ED/STD/EC - MTV00245;Perfil Refrigeracao Ind. Com. e Servico Ltda;30/04/2025;8723;NF 47337;Está na Garantia
